6.833493104850001032e+01,2.211058269433325424e-02,1.149387268196264272e-01,2.060372693392584274e-09,9.571244539028787024e-01,1.229508681456826253e+03
6.833493104850001032e+01,2.211058269433325424e-02,1.149387268196264272e-01,2.060372693392584274e-09,9.571244539028787024e-01,1.229508681456826253e+03
6.833493104850001032e+01,2.211058269433325424e-02,1.149387268196264272e-01,2.060372693392584274e-09,9.571244539028787024e-01,1.229508681456826253e+03
6.833493104850001032e+01,2.211058269433325424e-02,1.149387268196264272e-01,2.060372693392584274e-09,9.571244539028787024e-01,1.229508681456826253e+03
6.931873619211714299e+01,2.210458408597999053e-02,1.100854835593274433e-01,2.027056758762511199e-09,9.624070912423035029e-01,1.231787789082950439e+03
6.931873619211714299e+01,2.210458408597999053e-02,1.100854835593274433e-01,2.027056758762511199e-09,9.624070912423035029e-01,1.231787789082950439e+03
6.931873619211714299e+01,2.210458408597999053e-02,1.100854835593274433e-01,2.027056758762511199e-09,9.624070912423035029e-01,1.231787789082950439e+03
6.931873619211714299e+01,2.210458408597999053e-02,1.100854835593274433e-01,2.027056758762511199e-09,9.624070912423035029e-01,1.231787789082950439e+03
6.789590408783440978e+01,2.214138934750228827e-02,1.134935995689882321e-01,2.060221349506742028e-09,9.647998432819151482e-01,1.233039249441680568e+03
6.978671208146498373e+01,2.233439721090420965e-02,1.097487189483657005e-01,2.042539454601438337e-09,9.765215205397561604e-01,1.233964524616377957e+03
6.978671208146498373e+01,2.233439721090420965e-02,1.097487189483657005e-01,2.042539454601438337e-09,9.765215205397561604e-01,1.233964524616377957e+03
6.978671208146498373e+01,2.233439721090420965e-02,1.097487189483657005e-01,2.042539454601438337e-09,9.765215205397561604e-01,1.233964524616377957e+03
6.978671208146498373e+01,2.233439721090420965e-02,1.097487189483657005e-01,2.042539454601438337e-09,9.765215205397561604e-01,1.233964524616377957e+03
6.978671208146498373e+01,2.233439721090420965e-02,1.097487189483657005e-01,2.042539454601438337e-09,9.765215205397561604e-01,1.233964524616377957e+03
6.940145340116690420e+01,2.234291970039836012e-02,1.104754064537484815e-01,2.040493164541747098e-09,9.728407582978095824e-01,1.231938847369772702e+03
7.195942463080400842e+01,2.320391758542599339e-02,1.105046932832168122e-01,2.050349158507444028e-09,9.823323024760931554e-01,1.230214737196411988e+03
7.195942463080400842e+01,2.320391758542599339e-02,1.105046932832168122e-01,2.050349158507444028e-09,9.823323024760931554e-01,1.230214737196411988e+03
7.195942463080400842e+01,2.320391758542599339e-02,1.105046932832168122e-01,2.050349158507444028e-09,9.823323024760931554e-01,1.230214737196411988e+03
7.195942463080400842e+01,2.320391758542599339e-02,1.105046932832168122e-01,2.050349158507444028e-09,9.823323024760931554e-01,1.230214737196411988e+03
7.195942463080400842e+01,2.320391758542599339e-02,1.105046932832168122e-01,2.050349158507444028e-09,9.823323024760931554e-01,1.230214737196411988e+03
7.195942463080400842e+01,2.320391758542599339e-02,1.105046932832168122e-01,2.050349158507444028e-09,9.823323024760931554e-01,1.230214737196411988e+03
7.195942463080400842e+01,2.320391758542599339e-02,1.105046932832168122e-01,2.050349158507444028e-09,9.823323024760931554e-01,1.230214737196411988e+03
6.931939070908443057e+01,2.273725208086644842e-02,1.151835689508653032e-01,2.069395072551336927e-09,9.632669628954971808e-01,1.231225212224072720e+03
6.931939070908443057e+01,2.273725208086644842e-02,1.151835689508653032e-01,2.069395072551336927e-09,9.632669628954971808e-01,1.231225212224072720e+03
6.931939070908443057e+01,2.273725208086644842e-02,1.151835689508653032e-01,2.069395072551336927e-09,9.632669628954971808e-01,1.231225212224072720e+03
6.934202752607379239e+01,2.263248908033626064e-02,1.162688842866034522e-01,2.098926293380903187e-09,9.721388359257454592e-01,1.232998316664706863e+03
6.934202752607379239e+01,2.263248908033626064e-02,1.162688842866034522e-01,2.098926293380903187e-09,9.721388359257454592e-01,1.232998316664706863e+03
6.934202752607379239e+01,2.263248908033626064e-02,1.162688842866034522e-01,2.098926293380903187e-09,9.721388359257454592e-01,1.232998316664706863e+03
6.934202752607379239e+01,2.263248908033626064e-02,1.162688842866034522e-01,2.098926293380903187e-09,9.721388359257454592e-01,1.232998316664706863e+03
6.934202752607379239e+01,2.263248908033626064e-02,1.162688842866034522e-01,2.098926293380903187e-09,9.721388359257454592e-01,1.232998316664706863e+03
6.934202752607379239e+01,2.263248908033626064e-02,1.162688842866034522e-01,2.098926293380903187e-09,9.721388359257454592e-01,1.232998316664706863e+03
6.934202752607379239e+01,2.263248908033626064e-02,1.162688842866034522e-01,2.098926293380903187e-09,9.721388359257454592e-01,1.232998316664706863e+03
6.934202752607379239e+01,2.263248908033626064e-02,1.162688842866034522e-01,2.098926293380903187e-09,9.721388359257454592e-01,1.232998316664706863e+03
7.113502045335408752e+01,2.267922095609769748e-02,1.121122836607545276e-01,2.061682858826883129e-09,9.765654299388162318e-01,1.230221287360540828e+03
6.788230664040339946e+01,2.193863705697195882e-02,1.166261240044344644e-01,2.070476330032001610e-09,9.569401282301970291e-01,1.229851104007071626e+03
6.694875987280612151e+01,2.220754729259380444e-02,1.182029178340785469e-01,2.075928803510495289e-09,9.600524322456954751e-01,1.230113916718589280e+03
6.804858838953983025e+01,2.233140207094047591e-02,1.168466761053932462e-01,2.076153478254425883e-09,9.640919046240860046e-01,1.228429220713971290e+03
6.804858838953983025e+01,2.233140207094047591e-02,1.168466761053932462e-01,2.076153478254425883e-09,9.640919046240860046e-01,1.228429220713971290e+03
6.804858838953983025e+01,2.233140207094047591e-02,1.168466761053932462e-01,2.076153478254425883e-09,9.640919046240860046e-01,1.228429220713971290e+03
6.804858838953983025e+01,2.233140207094047591e-02,1.168466761053932462e-01,2.076153478254425883e-09,9.640919046240860046e-01,1.228429220713971290e+03
6.878298876217259306e+01,2.276016490542544582e-02,1.160706002730546027e-01,2.071024323051725252e-09,9.754120554081330274e-01,1.231319567976280496e+03
6.747868604540043691e+01,2.219199272552610860e-02,1.153823346540228251e-01,2.064523421813860833e-09,9.715577423987600270e-01,1.232344046014474770e+03
6.747868604540043691e+01,2.219199272552610860e-02,1.153823346540228251e-01,2.064523421813860833e-09,9.715577423987600270e-01,1.232344046014474770e+03
6.747868604540043691e+01,2.219199272552610860e-02,1.153823346540228251e-01,2.064523421813860833e-09,9.715577423987600270e-01,1.232344046014474770e+03
6.747868604540043691e+01,2.219199272552610860e-02,1.153823346540228251e-01,2.064523421813860833e-09,9.715577423987600270e-01,1.232344046014474770e+03
6.747868604540043691e+01,2.219199272552610860e-02,1.153823346540228251e-01,2.064523421813860833e-09,9.715577423987600270e-01,1.232344046014474770e+03
6.851505381617728574e+01,2.259628070969086147e-02,1.179477465259045621e-01,2.101641185291175019e-09,9.814856335564057233e-01,1.232636861280973335e+03
6.851505381617728574e+01,2.259628070969086147e-02,1.179477465259045621e-01,2.101641185291175019e-09,9.814856335564057233e-01,1.232636861280973335e+03
6.851505381617728574e+01,2.259628070969086147e-02,1.179477465259045621e-01,2.101641185291175019e-09,9.814856335564057233e-01,1.232636861280973335e+03
6.851505381617728574e+01,2.259628070969086147e-02,1.179477465259045621e-01,2.101641185291175019e-09,9.814856335564057233e-01,1.232636861280973335e+03
