6.500000000000000000e+01,2.000000000000000042e-02,1.000000000000000056e-01,5.000000000000000278e-02,2.000000000000000125e-09,9.599999999999999645e-01,1.588237645861887131e+03
6.577436175557686227e+01,2.034271465071811266e-02,9.774418401513136623e-02,6.023507013178212161e-02,2.023766500529681851e-09,9.700918340347922664e-01,1.581370091200574279e+03
6.521682177404201752e+01,2.024071722656304445e-02,9.927937234197432848e-02,3.204566233882450571e-02,1.901414643492625321e-09,9.700732754187649798e-01,1.483974489250286069e+03
6.521682177404201752e+01,2.024071722656304445e-02,9.927937234197432848e-02,3.204566233882450571e-02,1.901414643492625321e-09,9.700732754187649798e-01,1.483974489250286069e+03
6.685023662008643441e+01,2.041917237526885004e-02,9.762471700814760733e-02,3.275375337823034638e-02,1.901590960414181722e-09,9.774243150145394132e-01,1.473985248515500189e+03
6.828924872644836341e+01,2.067954736989391709e-02,9.791402362878304233e-02,2.733738132174076685e-02,1.895310197625352857e-09,9.831877293184752009e-01,1.450083942659354307e+03
6.921314169410108263e+01,2.071663338458398784e-02,9.542560634862722047e-02,3.415452717135378929e-02,1.896985772025951082e-09,9.845834445744860997e-01,1.442444715813089033e+03
6.921314169410108263e+01,2.071663338458398784e-02,9.542560634862722047e-02,3.415452717135378929e-02,1.896985772025951082e-09,9.845834445744860997e-01,1.442444715813089033e+03
7.039601930733385871e+01,2.078108043081882197e-02,9.496556802144982823e-02,1.973775320312281048e-02,1.838326474722387963e-09,9.848602565149883192e-01,1.410309598329134587e+03
7.039601930733385871e+01,2.078108043081882197e-02,9.496556802144982823e-02,1.973775320312281048e-02,1.838326474722387963e-09,9.848602565149883192e-01,1.410309598329134587e+03
7.095911069903128521e+01,2.092905842698856642e-02,9.348866000807604104e-02,7.746097702854165892e-03,1.777546284032006181e-09,9.815264540524717418e-01,1.402076654153639993e+03
7.095911069903128521e+01,2.092905842698856642e-02,9.348866000807604104e-02,7.746097702854165892e-03,1.777546284032006181e-09,9.815264540524717418e-01,1.402076654153639993e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
7.049460386531715983e+01,2.069231285451128555e-02,9.430672138384214864e-02,4.851758953840970036e-03,1.763181886782536094e-09,9.790203615967889572e-01,1.377404429031607378e+03
